Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_committed_at,message
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/neutron/base/hpa-neutron-server.yaml,1,autoscaling/v2,False,memory,Resource,2Gi,False,54,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2025-01-29T15:46:01Z,"chore: update hpa settings (#705)

This change is removing the CPU HPA metric. This metric is unused in our
deployments, so the setup is at best doing nothing and at worst creating
load that doesn't need to be there.

Common deployment

``` shell
NAME                      REFERENCE                            TARGETS                                            MINPODS   MAXPODS   REPLICAS   AGE
barbican-api              Deployment/barbican-api              cpu: <unknown>/50%, memory: 119750656/500Mi        3         9         3          38d
ceilometer-notification   Deployment/ceilometer-notification   cpu: <unknown>/50%, memory: 122153642666m/500Mi    3         9         3          2d12h
cinder-api                Deployment/cinder-api                cpu: <unknown>/50%, memory: 575287296/500Mi        3         9         4          38d
cinder-scheduler          Deployment/cinder-scheduler          cpu: <unknown>/50%, memory: 119204522666m/500Mi    3         9         3          38d
glance-api                Deployment/glance-api                cpu: <unknown>/50%, memory: 574466730666m/500Mi    3         9         6          4d18h
gnocchi-api               Deployment/gnocchi-api               cpu: <unknown>/50%, memory: 153123498666m/500Mi    3         9         3          2d12h
heat-api                  Deployment/heat-api                  cpu: <unknown>/50%, memory: 570041685333m/500Mi    3         9         3          45h
heat-cfn                  Deployment/heat-cfn                  cpu: <unknown>/50%, memory: 146959018666m/500Mi    3         9         3          45h
heat-engine               Deployment/heat-engine               cpu: <unknown>/50%, memory: 724417649777m/500Mi    3         9         9          45h
keystone-api              Deployment/keystone-api              cpu: <unknown>/50%, memory: 766432142222m/500Mi    3         9         9          38d
magnum-api                Deployment/magnum-api                cpu: <unknown>/50%, memory: 83405482666m/500Mi     3         9         3          2d3h
magnum-conductor          StatefulSet/magnum-conductor         cpu: <unknown>/50%, memory: 1513799224888m/1Gi     3         9         9          2d3h
memcached                 StatefulSet/memcached                cpu: 4%/70%                                        3         9         3          4d18h
neutron-server            Deployment/neutron-server            cpu: <unknown>/70%, memory: 10785601763555m/2Gi    3         9         9          38d
nova-api-metadata         Deployment/nova-api-metadata         cpu: <unknown>/50%, memory: 347193344/500Mi        3         9         3          38d
nova-api-osapi            Deployment/nova-api-osapi            cpu: <unknown>/50%, memory: 1282790286222m/500Mi   3         9         9          38d
nova-conductor            Deployment/nova-conductor            cpu: <unknown>/70%, memory: 840034076444m/500Mi    3         9         9          38d
nova-novncproxy           Deployment/nova-novncproxy           cpu: <unknown>/50%, memory: 103875925333m/500Mi    3         9         3          38d
nova-scheduler            Deployment/nova-scheduler            cpu: <unknown>/70%, memory: 9110932593777m/1Gi     3         9         9          38d
octavia-api               Deployment/octavia-api               cpu: <unknown>/50%, memory: 686977024/500Mi        3         9         9          4d13h
octavia-worker            Deployment/octavia-worker            cpu: <unknown>/50%, memory: 303745706666m/500Mi    3         9         3          4d13h
placement-api             Deployment/placement-api             cpu: <unknown>/50%, memory: 344465408/500Mi        3         9         3          38d
skyline-apiserver         Deployment/skyline-apiserver         cpu: <unknown>/50%, memory: <unknown>/500Mi        3         9         0          4d17h
```

So this change is removing all of the CPU metrics from our builds, for
all of the openstack services.

Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>"
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/octavia/base/hpa-octavia-worker.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,54,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2025-01-29T15:46:01Z,"chore: update hpa settings (#705)

This change is removing the CPU HPA metric. This metric is unused in our
deployments, so the setup is at best doing nothing and at worst creating
load that doesn't need to be there.

Common deployment

``` shell
NAME                      REFERENCE                            TARGETS                                            MINPODS   MAXPODS   REPLICAS   AGE
barbican-api              Deployment/barbican-api              cpu: <unknown>/50%, memory: 119750656/500Mi        3         9         3          38d
ceilometer-notification   Deployment/ceilometer-notification   cpu: <unknown>/50%, memory: 122153642666m/500Mi    3         9         3          2d12h
cinder-api                Deployment/cinder-api                cpu: <unknown>/50%, memory: 575287296/500Mi        3         9         4          38d
cinder-scheduler          Deployment/cinder-scheduler          cpu: <unknown>/50%, memory: 119204522666m/500Mi    3         9         3          38d
glance-api                Deployment/glance-api                cpu: <unknown>/50%, memory: 574466730666m/500Mi    3         9         6          4d18h
gnocchi-api               Deployment/gnocchi-api               cpu: <unknown>/50%, memory: 153123498666m/500Mi    3         9         3          2d12h
heat-api                  Deployment/heat-api                  cpu: <unknown>/50%, memory: 570041685333m/500Mi    3         9         3          45h
heat-cfn                  Deployment/heat-cfn                  cpu: <unknown>/50%, memory: 146959018666m/500Mi    3         9         3          45h
heat-engine               Deployment/heat-engine               cpu: <unknown>/50%, memory: 724417649777m/500Mi    3         9         9          45h
keystone-api              Deployment/keystone-api              cpu: <unknown>/50%, memory: 766432142222m/500Mi    3         9         9          38d
magnum-api                Deployment/magnum-api                cpu: <unknown>/50%, memory: 83405482666m/500Mi     3         9         3          2d3h
magnum-conductor          StatefulSet/magnum-conductor         cpu: <unknown>/50%, memory: 1513799224888m/1Gi     3         9         9          2d3h
memcached                 StatefulSet/memcached                cpu: 4%/70%                                        3         9         3          4d18h
neutron-server            Deployment/neutron-server            cpu: <unknown>/70%, memory: 10785601763555m/2Gi    3         9         9          38d
nova-api-metadata         Deployment/nova-api-metadata         cpu: <unknown>/50%, memory: 347193344/500Mi        3         9         3          38d
nova-api-osapi            Deployment/nova-api-osapi            cpu: <unknown>/50%, memory: 1282790286222m/500Mi   3         9         9          38d
nova-conductor            Deployment/nova-conductor            cpu: <unknown>/70%, memory: 840034076444m/500Mi    3         9         9          38d
nova-novncproxy           Deployment/nova-novncproxy           cpu: <unknown>/50%, memory: 103875925333m/500Mi    3         9         3          38d
nova-scheduler            Deployment/nova-scheduler            cpu: <unknown>/70%, memory: 9110932593777m/1Gi     3         9         9          38d
octavia-api               Deployment/octavia-api               cpu: <unknown>/50%, memory: 686977024/500Mi        3         9         9          4d13h
octavia-worker            Deployment/octavia-worker            cpu: <unknown>/50%, memory: 303745706666m/500Mi    3         9         3          4d13h
placement-api             Deployment/placement-api             cpu: <unknown>/50%, memory: 344465408/500Mi        3         9         3          38d
skyline-apiserver         Deployment/skyline-apiserver         cpu: <unknown>/50%, memory: <unknown>/500Mi        3         9         0          4d17h
```

So this change is removing all of the CPU metrics from our builds, for
all of the openstack services.

Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>"
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/magnum/base/hpa-magnum-api.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,54,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2025-01-29T15:46:01Z,"chore: update hpa settings (#705)

This change is removing the CPU HPA metric. This metric is unused in our
deployments, so the setup is at best doing nothing and at worst creating
load that doesn't need to be there.

Common deployment

``` shell
NAME                      REFERENCE                            TARGETS                                            MINPODS   MAXPODS   REPLICAS   AGE
barbican-api              Deployment/barbican-api              cpu: <unknown>/50%, memory: 119750656/500Mi        3         9         3          38d
ceilometer-notification   Deployment/ceilometer-notification   cpu: <unknown>/50%, memory: 122153642666m/500Mi    3         9         3          2d12h
cinder-api                Deployment/cinder-api                cpu: <unknown>/50%, memory: 575287296/500Mi        3         9         4          38d
cinder-scheduler          Deployment/cinder-scheduler          cpu: <unknown>/50%, memory: 119204522666m/500Mi    3         9         3          38d
glance-api                Deployment/glance-api                cpu: <unknown>/50%, memory: 574466730666m/500Mi    3         9         6          4d18h
gnocchi-api               Deployment/gnocchi-api               cpu: <unknown>/50%, memory: 153123498666m/500Mi    3         9         3          2d12h
heat-api                  Deployment/heat-api                  cpu: <unknown>/50%, memory: 570041685333m/500Mi    3         9         3          45h
heat-cfn                  Deployment/heat-cfn                  cpu: <unknown>/50%, memory: 146959018666m/500Mi    3         9         3          45h
heat-engine               Deployment/heat-engine               cpu: <unknown>/50%, memory: 724417649777m/500Mi    3         9         9          45h
keystone-api              Deployment/keystone-api              cpu: <unknown>/50%, memory: 766432142222m/500Mi    3         9         9          38d
magnum-api                Deployment/magnum-api                cpu: <unknown>/50%, memory: 83405482666m/500Mi     3         9         3          2d3h
magnum-conductor          StatefulSet/magnum-conductor         cpu: <unknown>/50%, memory: 1513799224888m/1Gi     3         9         9          2d3h
memcached                 StatefulSet/memcached                cpu: 4%/70%                                        3         9         3          4d18h
neutron-server            Deployment/neutron-server            cpu: <unknown>/70%, memory: 10785601763555m/2Gi    3         9         9          38d
nova-api-metadata         Deployment/nova-api-metadata         cpu: <unknown>/50%, memory: 347193344/500Mi        3         9         3          38d
nova-api-osapi            Deployment/nova-api-osapi            cpu: <unknown>/50%, memory: 1282790286222m/500Mi   3         9         9          38d
nova-conductor            Deployment/nova-conductor            cpu: <unknown>/70%, memory: 840034076444m/500Mi    3         9         9          38d
nova-novncproxy           Deployment/nova-novncproxy           cpu: <unknown>/50%, memory: 103875925333m/500Mi    3         9         3          38d
nova-scheduler            Deployment/nova-scheduler            cpu: <unknown>/70%, memory: 9110932593777m/1Gi     3         9         9          38d
octavia-api               Deployment/octavia-api               cpu: <unknown>/50%, memory: 686977024/500Mi        3         9         9          4d13h
octavia-worker            Deployment/octavia-worker            cpu: <unknown>/50%, memory: 303745706666m/500Mi    3         9         3          4d13h
placement-api             Deployment/placement-api             cpu: <unknown>/50%, memory: 344465408/500Mi        3         9         3          38d
skyline-apiserver         Deployment/skyline-apiserver         cpu: <unknown>/50%, memory: <unknown>/500Mi        3         9         0          4d17h
```

So this change is removing all of the CPU metrics from our builds, for
all of the openstack services.

Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>"
rackerlabs,genestack,search_results/rackerlabs/genestack/base-kustomize/placement/base/hpa-placement-api.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,False,54,2023-11-28T16:06:06Z,2025-04-04T16:26:15Z,2025-01-29T15:46:01Z,"chore: update hpa settings (#705)

This change is removing the CPU HPA metric. This metric is unused in our
deployments, so the setup is at best doing nothing and at worst creating
load that doesn't need to be there.

Common deployment

``` shell
NAME                      REFERENCE                            TARGETS                                            MINPODS   MAXPODS   REPLICAS   AGE
barbican-api              Deployment/barbican-api              cpu: <unknown>/50%, memory: 119750656/500Mi        3         9         3          38d
ceilometer-notification   Deployment/ceilometer-notification   cpu: <unknown>/50%, memory: 122153642666m/500Mi    3         9         3          2d12h
cinder-api                Deployment/cinder-api                cpu: <unknown>/50%, memory: 575287296/500Mi        3         9         4          38d
cinder-scheduler          Deployment/cinder-scheduler          cpu: <unknown>/50%, memory: 119204522666m/500Mi    3         9         3          38d
glance-api                Deployment/glance-api                cpu: <unknown>/50%, memory: 574466730666m/500Mi    3         9         6          4d18h
gnocchi-api               Deployment/gnocchi-api               cpu: <unknown>/50%, memory: 153123498666m/500Mi    3         9         3          2d12h
heat-api                  Deployment/heat-api                  cpu: <unknown>/50%, memory: 570041685333m/500Mi    3         9         3          45h
heat-cfn                  Deployment/heat-cfn                  cpu: <unknown>/50%, memory: 146959018666m/500Mi    3         9         3          45h
heat-engine               Deployment/heat-engine               cpu: <unknown>/50%, memory: 724417649777m/500Mi    3         9         9          45h
keystone-api              Deployment/keystone-api              cpu: <unknown>/50%, memory: 766432142222m/500Mi    3         9         9          38d
magnum-api                Deployment/magnum-api                cpu: <unknown>/50%, memory: 83405482666m/500Mi     3         9         3          2d3h
magnum-conductor          StatefulSet/magnum-conductor         cpu: <unknown>/50%, memory: 1513799224888m/1Gi     3         9         9          2d3h
memcached                 StatefulSet/memcached                cpu: 4%/70%                                        3         9         3          4d18h
neutron-server            Deployment/neutron-server            cpu: <unknown>/70%, memory: 10785601763555m/2Gi    3         9         9          38d
nova-api-metadata         Deployment/nova-api-metadata         cpu: <unknown>/50%, memory: 347193344/500Mi        3         9         3          38d
nova-api-osapi            Deployment/nova-api-osapi            cpu: <unknown>/50%, memory: 1282790286222m/500Mi   3         9         9          38d
nova-conductor            Deployment/nova-conductor            cpu: <unknown>/70%, memory: 840034076444m/500Mi    3         9         9          38d
nova-novncproxy           Deployment/nova-novncproxy           cpu: <unknown>/50%, memory: 103875925333m/500Mi    3         9         3          38d
nova-scheduler            Deployment/nova-scheduler            cpu: <unknown>/70%, memory: 9110932593777m/1Gi     3         9         9          38d
octavia-api               Deployment/octavia-api               cpu: <unknown>/50%, memory: 686977024/500Mi        3         9         9          4d13h
octavia-worker            Deployment/octavia-worker            cpu: <unknown>/50%, memory: 303745706666m/500Mi    3         9         3          4d13h
placement-api             Deployment/placement-api             cpu: <unknown>/50%, memory: 344465408/500Mi        3         9         3          38d
skyline-apiserver         Deployment/skyline-apiserver         cpu: <unknown>/50%, memory: <unknown>/500Mi        3         9         0          4d17h
```

So this change is removing all of the CPU metrics from our builds, for
all of the openstack services.

Signed-off-by: Kevin Carter <kevin.carter@rackspace.com>"
quanxiang-cloud,quanxiang,search_results/quanxiang-cloud/quanxiang/deployment/charts/quanxiang/charts/search/templates/hpa.yaml,1,autoscaling/v1,False,,,,False,133,2021-10-15T10:01:49Z,2023-07-27T03:38:21Z,2023-01-13T01:48:04Z,WIP: helm
qbitkit,qbitkit,search_results/qbitkit/qbitkit/cloud/kubernetes/qbitkit-docs-hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,5,2020-12-16T07:34:22Z,2021-10-06T01:12:12Z,2021-02-27T23:46:44Z,:ship: Split Horizontal Pod Autoscalers into their own resources
solo-io,service-mesh-for-less-blog,search_results/solo-io/service-mesh-for-less-blog/tiered-app/1-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,3,2024-03-14T00:05:33Z,2024-06-24T16:23:15Z,2024-05-15T20:20:52Z,add l4/l7 policy
pyraixyz,PYRAI,search_results/pyraixyz/PYRAI/deployment/kubernetes/api.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,40,2025-02-02T21:18:03Z,2025-03-31T09:32:26Z,2025-02-03T22:58:35Z,docs: update README.md with comprehensive project information and add logo
pusher,testing,search_results/pusher/testing/prow/hook/hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,3,2019-03-07T11:32:00Z,2025-01-28T17:30:25Z,2019-04-11T10:52:22Z,Update Prow components
ptrstpp950,k8s-allegro,search_results/ptrstpp950/k8s-allegro/exercises/28-kctl-hpa-scaling/template2.yaml,1,autoscaling/v2beta1,False,,Pods,,False,2,2022-11-14T12:57:34Z,2022-11-18T09:26:26Z,2022-11-14T12:56:19Z,init
projectsveltos,addon-controller,search_results/projectsveltos/addon-controller/controllers/compliance_policies/lua_policies/deplyoment_with_autoscaler/valid_resources.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,361,2022-07-10T14:25:32Z,2025-04-05T17:21:01Z,2025-03-07T14:52:41Z,"Auto deploy dependencie: enable automatic deployment of prerequisite profile

Profile instances can declare dependencies on other profiles via the DependsOn field,
establishing a directed acyclic graph (DAG) of dependencies. Before this PR, it was the
administrator's responsibility to ensure that both the dependent and prerequisite
profiles target the same set of managed clusters through matching cluster selectors.

With this PR, Sveltos will automatically resolve and deploy the prerequisite profiles
specified in the DependsOn field. Sveltos will analyze the dependency graph, identify
the required prerequisite profiles, and ensure they are deployed to the same clusters.

This introduce a behavior change.
Set the addon-controller arg `auto-deploy-dependencies` to disable it."
